action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,22061216,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '28.5', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '28.495191567087'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)NC(=O)N1CC[C@@H]2CN(Cc3ccccc3)S(=O)(=O)[C@@H]2CC1,,,CHEMBL3988442,,2021,,CHEMBL3471698,,CHEMBL3471698,,0,http://www.openphacts.org/units/Nanomolar,2944577,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061218,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '16.16', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '16.1605158337184'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,FC1(F)CCN(Cc2ccccn2)CC12CCN(c1cccnc1)C2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,,CHEMBL3988442,,2021,,CHEMBL3504591,,CHEMBL3553124,,0,http://www.openphacts.org/units/Nanomolar,2927416,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061219,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '18.71', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '18.7062082450709'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,FC1(F)CCN(Cc2ccccn2)CC12CCN(c1cccnc1)C2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,,CHEMBL3988442,,2021,,CHEMBL3504591,,CHEMBL3553124,,0,http://www.openphacts.org/units/Nanomolar,2927416,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061505,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-13.06', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-13.0574881663149'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '2.582', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '2.58249718123454'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '79.24', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '79.2439302590842'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '80.95', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '80.9548319756537'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)Cc2ccccc2-c2nc(NCCO)[nH]c(=O)c21,,,CHEMBL3988442,,2021,,CHEMBL3444413,,CHEMBL3444413,4.72,0,http://www.openphacts.org/units/Nanomolar,2927141,=,33,1,=,,IC50,nM,,18963.98,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.72207049730158
,,22061507,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '0.0', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '0.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.283', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.2829151778515'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '105.41', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '105.40783461913'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '107.96', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '107.961740259092'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)Cc2ccccc2-c2nc(NCCO)[nH]c(=O)c21,,,CHEMBL3988442,,2021,,CHEMBL3444413,,CHEMBL3444413,4.64,0,http://www.openphacts.org/units/Nanomolar,2927141,=,33,1,=,,IC50,nM,,23144.81,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.63554630932016
,,22061508,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '0.6345', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '0.63451556016946'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '3.824', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '3.82444108041083'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '69.93', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '69.9269382275918'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '70.49', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '70.4938147031127'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)Cc2ccccc2-c2nc(NCCO)[nH]c(=O)c21,,,CHEMBL3988442,,2021,,CHEMBL3444413,,CHEMBL3444413,4.55,0,http://www.openphacts.org/units/Nanomolar,2927141,=,33,1,=,,IC50,nM,,28342.61,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.54756016580372
,,22061509,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '5.492', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '5.49229145822291'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.614', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.61372472295134'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '104.9', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '104.900956830619'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)Cc2ccccc2-c2nc(NCCO)[nH]c(=O)c21,,,CHEMBL3988442,,2021,,CHEMBL3444413,,CHEMBL3444413,4.62,0,http://www.openphacts.org/units/Nanomolar,2927141,=,33,1,=,,IC50,nM,,23911.21,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.62139838456879
,,22061710,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '24.67', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '24.6726524504302'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)C(=O)Cc1nc(CN2CCCCC2Cn2cccn2)cs1,,,CHEMBL3988442,,2021,,CHEMBL3469701,,CHEMBL3469701,,0,http://www.openphacts.org/units/Nanomolar,2910063,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061711,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '28.18', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '28.1798924555972'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)C(=O)Cc1nc(CN2CCCCC2Cn2cccn2)cs1,,,CHEMBL3988442,,2021,,CHEMBL3469701,,CHEMBL3469701,,0,http://www.openphacts.org/units/Nanomolar,2910063,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061762,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '21.65', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '21.6522730976047'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,C[C@H]1C[C@@H]2CCN(Cc3ccccn3)C[C@H]2O1,,,CHEMBL3988442,,2021,,CHEMBL3471859,,CHEMBL3471859,,0,http://www.openphacts.org/units/Nanomolar,2918816,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061763,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '20.51', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '20.5134129970731'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,C[C@H]1C[C@@H]2CCN(Cc3ccccn3)C[C@H]2O1,,,CHEMBL3988442,,2021,,CHEMBL3471859,,CHEMBL3471859,,0,http://www.openphacts.org/units/Nanomolar,2918816,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061850,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '12.82', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '12.8205963825974'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCS(=O)(=O)CC(=O)NC(c1ccc(F)cc1)C1CCCC1,,,CHEMBL3988442,,2021,,CHEMBL3469831,,CHEMBL3469831,,0,http://www.openphacts.org/units/Nanomolar,2918537,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061851,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '24.79', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '24.7914878633833'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCS(=O)(=O)CC(=O)NC(c1ccc(F)cc1)C1CCCC1,,,CHEMBL3988442,,2021,,CHEMBL3469831,,CHEMBL3469831,,0,http://www.openphacts.org/units/Nanomolar,2918537,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061947,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '21.06', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '21.0591494215415'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCc1csc(C2CCCN(C(=O)c3cnn(CC)c3)C2)n1,,,CHEMBL3988442,,2021,,CHEMBL3469870,,CHEMBL3469870,,0,http://www.openphacts.org/units/Nanomolar,2944285,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22061948,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '20.21', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '20.2053211857133'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CCc1csc(C2CCCN(C(=O)c3cnn(CC)c3)C2)n1,,,CHEMBL3988442,,2021,,CHEMBL3469870,,CHEMBL3469870,,0,http://www.openphacts.org/units/Nanomolar,2944285,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22062183,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '14.34', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '14.3350420048412'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2c(n1)N(C)CCN(C(=O)NC1CC1)C2.O=C(O)C(F)(F)F,,,CHEMBL3988442,,2021,,CHEMBL3500897,,CHEMBL3553756,,0,http://www.openphacts.org/units/Nanomolar,2919378,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22062184,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '25.03', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '25.0264852090294'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2c(n1)N(C)CCN(C(=O)NC1CC1)C2.O=C(O)C(F)(F)F,,,CHEMBL3988442,,2021,,CHEMBL3500897,,CHEMBL3553756,,0,http://www.openphacts.org/units/Nanomolar,2919378,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22062319,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '6.417', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '6.41698938943138'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.163', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.16294978557822'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '80.91', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '80.9147645993949'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '100.0', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '100.0'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(C(=O)NCCc2nc(-c3cccnc3)n[nH]2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3446709,,CHEMBL3446709,4.47,0,http://www.openphacts.org/units/Nanomolar,2922130,=,33,1,=,,IC50,nM,,33789.05,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.47122397613156
,,22062320,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '19.98', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '19.9847141160102'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.458', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.45829164840416'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '98.17', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '98.1724215414576'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '97.38', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '97.3788106315695'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(C(=O)NCCc2nc(-c3cccnc3)n[nH]2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3446709,,CHEMBL3446709,4.57,0,http://www.openphacts.org/units/Nanomolar,2922130,=,33,1,=,,IC50,nM,,26989.19,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.56881007644028
,,22062321,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '5.793', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '5.79293259983549'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '1.43', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '1.43000817906578'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '100.56', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '100.555217766969'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '104.68', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '104.678242097815'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(C(=O)NCCc2nc(-c3cccnc3)n[nH]2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3446709,,CHEMBL3446709,4.53,0,http://www.openphacts.org/units/Nanomolar,2922130,=,33,1,=,,IC50,nM,,29641.75,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.52809610321474
,,22062322,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'BOTTOM', 'standard_units': None, 'standard_value': '-1.867', 'text_value': None, 'type': 'BOTTOM', 'units': None, 'value': '-1.86683541108721'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'HILLSLOPE', 'standard_units': None, 'standard_value': '5.434', 'text_value': None, 'type': 'HILLSLOPE', 'units': None, 'value': '5.43408315224584'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '65.24', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '65.2435140758354'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TOP', 'standard_units': None, 'standard_value': '65.29', 'text_value': None, 'type': 'TOP', 'units': None, 'value': '65.2918453760501'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)c1cc(C(=O)NCCc2nc(-c3cccnc3)n[nH]2)[nH]n1,,,CHEMBL3988442,,2021,,CHEMBL3446709,,CHEMBL3446709,4.58,0,http://www.openphacts.org/units/Nanomolar,2922130,=,33,1,=,,IC50,nM,,26220.02,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.58136691969792
,,22062736,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '28.75', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '28.754787710863'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CC1)C1CN(C(=O)c2cccc(Cl)c2)CC12CCOCC2,,,CHEMBL3988442,,2021,,CHEMBL3444831,,CHEMBL3444831,,0,http://www.openphacts.org/units/Nanomolar,2970431,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
,,22062737,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'MAX_EFFECT', 'standard_units': None, 'standard_value': '13.73', 'text_value': None, 'type': 'MAX_EFFECT', 'units': None, 'value': '13.7298875124591'}]",CHEMBL4649950,AMP-dependent Kinase enzyme assay. An in vitro enzyme assay that detects ADP turnover that is directly proportional to AMPK activity. This uses naive AMPK that is activated during the assay with MK-8722,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC1CC1)C1CN(C(=O)c2cccc(Cl)c2)CC12CCOCC2,,,CHEMBL3988442,,2021,,CHEMBL3444831,,CHEMBL3444831,,0,http://www.openphacts.org/units/Nanomolar,2970431,<,33,1,>,,IC50,nM,,100000.0,CHEMBL2096907,Homo sapiens,"AMP-activated protein kinase, AMPK",9606,,,pIC50,,UO_0000065,,4.0
